つなき,1285,1285,5543,名詞,固有名詞,人名,姓,*,*,ツナキ,ツナキ,ツナキ
本廣,1285,1285,5543,名詞,固有名詞,人名,姓,*,*,モトヒロ,モトヒロ,モトヒロ
